acceptance_rate,diverging,energy,energy_error,index_in_trajectory,largest_eigval,lp,max_energy_error,n_steps,perf_counter_diff,perf_counter_start,process_time_diff,reached_max_treedepth,smallest_eigval,step_size,step_size_bar,tree_depth
0.9278564793278081,False,102.78501744793797,0.14004804220579103,42,,0.0,0.17065682266850501,63.0,0.4371328999986872,422394.9136337,0.4375,False,,0.09252130234513128,0.0665024329339423,6
0.9925398406027536,False,97.55900698082628,-0.001486444713108881,-24,,0.0,0.019746051643707574,63.0,0.7188807999482378,422395.4508277,0.53125,False,,0.09252130234513128,0.0665024329339423,6
0.9999478877172182,False,94.17268954981213,-0.006464759435758083,35,,0.0,-0.011656606431529326,63.0,0.5209507000399753,422396.2657209,0.515625,False,,0.09252130234513128,0.0665024329339423,6
0.9948119276323774,False,96.45045870834478,-0.11504468277813373,36,,0.0,-0.21774742966353244,63.0,0.46734610002022237,422396.8798442,0.46875,False,,0.09252130234513128,0.0665024329339423,6
0.9721681142879433,False,98.26656919907619,0.06228634006529887,29,,0.0,0.06499790917904136,63.0,0.4639278000104241,422397.4074509,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9974913468608457,False,102.03446414390017,-0.015813471237208887,-3,,0.0,-0.121552349619094,63.0,0.8034271000069566,422398.0426557,0.65625,False,,0.09252130234513128,0.0665024329339423,6
0.9620327966747075,False,107.92684591509558,0.014977654159508802,33,,0.0,0.10838002833637006,63.0,0.4901353000313975,422399.0715956,0.5,False,,0.09252130234513128,0.0665024329339423,6
0.9980491376578913,False,93.15486528302831,0.0016412710522928364,26,,0.0,0.009732757636683687,63.0,0.4516031999955885,422399.642684,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9920958846518982,False,99.56448832380957,0.007789377340372994,-42,,0.0,0.015984931375783162,63.0,0.4755258999648504,422400.1995269,0.46875,False,,0.09252130234513128,0.0665024329339423,6
0.9921944049528197,False,93.86061237607649,0.00746947936661968,42,,0.0,0.02389264714690853,63.0,0.4439163000206463,422400.7552866,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9822529901359613,False,93.08957864852005,0.02069223969607492,26,,0.0,0.04814376386832464,63.0,0.48019179998664185,422401.2912196,0.46875,False,,0.09252130234513128,0.0665024329339423,6
0.9612668408324165,False,103.3453224995293,0.024602934765098894,11,,0.0,0.12643549134283205,63.0,0.40767579997191206,422401.8596684,0.40625,False,,0.09252130234513128,0.0665024329339423,6
0.9998003285356011,False,95.85630556891799,-0.0006615522743800284,-24,,0.0,-0.0060240204479811155,63.0,0.42613480001455173,422402.350489,0.4375,False,,0.09252130234513128,0.0665024329339423,6
0.9883138776660954,False,103.47482290945858,0.011198785970137237,27,,0.0,0.03506460481521856,63.0,0.4536434000474401,422402.874164,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9846868933104957,False,105.006298573528,0.016724218755712172,-54,,0.0,0.04437794588719157,63.0,0.45755360001930967,422403.4265458,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.8365378865858927,False,103.90086945402533,-0.12624754473935695,-28,,0.0,0.431447697328295,63.0,0.4363000000012107,422403.9724539,0.4375,False,,0.09252130234513128,0.0665024329339423,6
0.9791262349582953,False,101.4294460375705,0.05389396217178444,-36,,0.0,-0.1089601885432927,63.0,0.44179529999382794,422404.4917073,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9934927511643343,False,107.58472538060963,0.03095200367755524,38,,0.0,-0.06306827538891469,63.0,0.4425178000237793,422405.0178704,0.4375,False,,0.09252130234513128,0.0665024329339423,6
0.6086648461815498,False,107.68230626407633,0.7931425125987204,-19,,0.0,1.1281584666335505,63.0,0.40396660001715645,422405.5267337,0.390625,False,,0.09252130234513128,0.0665024329339423,6
0.9053619982023704,False,113.84466319857808,0.07581581584273067,-51,,0.0,0.21293222036324266,63.0,0.46466729999519885,422406.0395345,0.46875,False,,0.09252130234513128,0.0665024329339423,6
0.8997540224380316,False,109.84447236251498,0.06560690684550252,-28,,0.0,0.2803254917643301,63.0,0.4521559999557212,422406.5773184,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9988373746077577,False,101.34548153781964,-0.05652108842856762,-46,,0.0,-0.45397628295314973,63.0,0.4216302999993786,422407.1231015,0.421875,False,,0.09252130234513128,0.0665024329339423,6
0.9976333258266956,False,101.93925190888503,-0.05518642242023475,22,,0.0,-0.4366027774900232,63.0,0.42577289999462664,422407.6243179,0.421875,False,,0.09252130234513128,0.0665024329339423,6
6.0082203216822925e-30,True,98.28220934115453,0.0,0,,0.0,17583.551284361896,3.0,0.02909249998629093,422408.1400823,0.03125,False,,0.09252130234513128,0.0665024329339423,2
0.9924444882022806,False,96.0642986881543,-0.0029792698205284296,-18,,0.0,-0.029743334821134226,63.0,0.44186389999231324,422408.2425553,0.453125,False,,0.09252130234513128,0.0665024329339423,6
0.9644493338355751,False,98.42238754035668,0.06348915951447509,32,,0.0,0.10115979180994827,63.0,0.41638130001956597,422408.7660207,0.421875,False,,0.09252130234513128,0.0665024329339423,6
0.9336952423450772,False,98.44576685693679,0.1542137305699498,36,,0.0,0.270547499480557,63.0,0.4406054000137374,422409.2483781,0.4375,False,,0.09252130234513128,0.0665024329339423,6
0.979930360181484,False,105.34305112794547,0.00012442129425949133,18,,0.0,0.06808888505651112,63.0,0.4564333999878727,422409.772546,0.46875,False,,0.09252130234513128,0.0665024329339423,6
