acceptance_rate,diverging,energy,energy_error,index_in_trajectory,largest_eigval,lp,max_energy_error,n_steps,perf_counter_diff,perf_counter_start,process_time_diff,reached_max_treedepth,smallest_eigval,step_size,step_size_bar,tree_depth
0.899527182053372,False,88.25719904830521,0.12945134713564244,-4,,0.0,0.16150246726530781,7.0,0.06291669997153804,378424.3683747,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9675273880036088,False,89.08678310275823,0.019355977895116894,7,,0.0,-0.20110644072593686,15.0,0.1558354999870062,378424.4798216,0.140625,False,,0.4430645348559868,0.38052246830350916,4
0.9447208890491985,False,95.48680733318874,-0.04129105964616997,-11,,0.0,0.1880246807370014,15.0,0.12531550001585856,378424.6940902,0.125,False,,0.4430645348559868,0.38052246830350916,4
0.952060382004835,False,94.35241313919599,0.12391963678403783,-2,,0.0,0.17063014228291706,15.0,0.11917930003255606,378424.8819168,0.109375,False,,0.4430645348559868,0.38052246830350916,4
0.991696943174835,False,93.86963043302653,-0.1385926399490245,13,,0.0,-0.2720224805001834,15.0,0.1341649999958463,378425.0558271,0.125,False,,0.4430645348559868,0.38052246830350916,4
0.9679452009897149,False,90.84049367065819,0.06364578387969289,-3,,0.0,0.10484917045306474,7.0,0.05979600001592189,378425.2306228,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9997405748919762,False,91.07309126818845,-0.028747959470479145,-7,,0.0,-0.12204232427302486,15.0,0.12188529997365549,378425.3311986,0.125,False,,0.4430645348559868,0.38052246830350916,4
0.9968353073333633,False,88.74284727403945,-0.10476566751536609,6,,0.0,-0.1691416904280061,15.0,0.11586469999747351,378425.5019223,0.109375,False,,0.4430645348559868,0.38052246830350916,4
0.8863367918214484,False,92.50899194266225,0.1878349257112859,-2,,0.0,0.24101480135666975,7.0,0.05386379995616153,378425.6744991,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9109164677758085,False,99.13949308540383,0.24115030676081517,3,,0.0,0.24115030676081517,7.0,0.049922200036235154,378425.7735573,0.046875,False,,0.4430645348559868,0.38052246830350916,3
0.9967538955292629,False,95.82597972422347,0.022984871188683087,-1,,0.0,-0.5074830469391287,7.0,0.057780199975240976,378425.8717737,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9783962992419954,False,102.59601870631211,-0.030487792715689466,-7,,0.0,-0.20035351052783312,15.0,0.15731149999191985,378425.9726187,0.15625,False,,0.4430645348559868,0.38052246830350916,4
0.9581349992672383,False,101.08198672437163,-0.07257586116534753,-4,,0.0,-0.2697455456269324,15.0,0.17453530000057071,378426.1866167,0.140625,False,,0.4430645348559868,0.38052246830350916,4
0.963215366496942,False,99.68190904909561,-0.04776294676098303,-5,,0.0,0.1421791865829931,15.0,0.17828110000118613,378426.4237078,0.1875,False,,0.4430645348559868,0.38052246830350916,4
0.9999999999999999,False,92.65946402739382,-0.11930572258827965,-5,,0.0,-0.11930572258827965,7.0,0.0886801999877207,378426.6704784,0.078125,False,,0.4430645348559868,0.38052246830350916,3
0.9916811007647389,False,89.24259313807848,-0.07185842171999468,14,,0.0,-0.13055307340232503,15.0,0.14413349999813363,378426.8283991,0.140625,False,,0.4430645348559868,0.38052246830350916,4
0.985928644848175,False,87.41772644836892,-0.0011362781742860761,-2,,0.0,-0.06754159499060108,15.0,0.14436869998462498,378427.03829,0.140625,False,,0.4430645348559868,0.38052246830350916,4
0.9664056706570749,False,90.52962659326782,0.004431162620662121,9,,0.0,0.09040484129967297,15.0,0.1297705000033602,378427.2341926,0.125,False,,0.4430645348559868,0.38052246830350916,4
0.930968771746527,False,90.09641915056669,0.09501666867926417,-4,,0.0,0.11617888544789423,7.0,0.06404929998097941,378427.3973661,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9951744477489355,False,89.09742368422954,-0.13275540896205484,-9,,0.0,-0.17386290678550154,15.0,0.129591699980665,378427.5047092,0.140625,False,,0.4430645348559868,0.38052246830350916,4
0.9603815630824998,False,88.14648503856624,0.03536508435614394,8,,0.0,0.1258494656421476,15.0,0.1204386999597773,378427.6843462,0.125,False,,0.4430645348559868,0.38052246830350916,4
0.9376547752374327,False,89.93409995124144,0.09742519696402496,4,,0.0,0.11287497779410671,7.0,0.056274799979291856,378427.8505252,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.9914127952941446,False,89.62950634888401,0.06199289247173567,-5,,0.0,-0.21474641152630625,7.0,0.06665029999567196,378427.9489727,0.0625,False,,0.4430645348559868,0.38052246830350916,3
0.0,True,89.62915565895112,0.0,0,,0.0,11511589486.841753,1.0,0.017800499976146966,378428.0748479,0.015625,False,,0.4430645348559868,0.38052246830350916,1
0.0,True,87.61022705332036,0.0,0,,0.0,10475835171.027164,1.0,0.010721599974203855,378428.1263239,0.015625,False,,0.4430645348559868,0.38052246830350916,1
0.0,True,89.32436956556445,0.0,0,,0.0,7295413852.242626,1.0,0.011241599975619465,378428.1870182,0.015625,False,,0.4430645348559868,0.38052246830350916,1
0.0,True,90.90480360999933,0.0,0,,0.0,11469710848.194263,1.0,0.018377299944404513,378428.2533672,0.03125,False,,0.4430645348559868,0.38052246830350916,1
0.0,True,89.95608263428367,0.0,0,,0.0,8121452350.205775,1.0,0.014254299981985241,378428.323151,0.015625,False,,0.4430645348559868,0.38052246830350916,1
0.0,True,87.49273610335625,0.0,0,,0.0,10655946273.287066,1.0,0.015000000013969839,378428.3871818,0.015625,False,,0.4430645348559868,0.38052246830350916,1
