chain,draw,"('posterior', 'beta[0]', 0)","('posterior', 'beta[10]', 10)","('posterior', 'beta[11]', 11)","('posterior', 'beta[12]', 12)","('posterior', 'beta[13]', 13)","('posterior', 'beta[14]', 14)","('posterior', 'beta[15]', 15)","('posterior', 'beta[1]', 1)","('posterior', 'beta[2]', 2)","('posterior', 'beta[3]', 3)","('posterior', 'beta[4]', 4)","('posterior', 'beta[5]', 5)","('posterior', 'beta[6]', 6)","('posterior', 'beta[7]', 7)","('posterior', 'beta[8]', 8)","('posterior', 'beta[9]', 9)","('posterior', 'beta_raw[0]', 0)","('posterior', 'beta_raw[10]', 10)","('posterior', 'beta_raw[11]', 11)","('posterior', 'beta_raw[12]', 12)","('posterior', 'beta_raw[13]', 13)","('posterior', 'beta_raw[14]', 14)","('posterior', 'beta_raw[15]', 15)","('posterior', 'beta_raw[1]', 1)","('posterior', 'beta_raw[2]', 2)","('posterior', 'beta_raw[3]', 3)","('posterior', 'beta_raw[4]', 4)","('posterior', 'beta_raw[5]', 5)","('posterior', 'beta_raw[6]', 6)","('posterior', 'beta_raw[7]', 7)","('posterior', 'beta_raw[8]', 8)","('posterior', 'beta_raw[9]', 9)","('posterior', 'ind[0]', 0)","('posterior', 'ind[10]', 10)","('posterior', 'ind[11]', 11)","('posterior', 'ind[12]', 12)","('posterior', 'ind[13]', 13)","('posterior', 'ind[14]', 14)","('posterior', 'ind[15]', 15)","('posterior', 'ind[1]', 1)","('posterior', 'ind[2]', 2)","('posterior', 'ind[3]', 3)","('posterior', 'ind[4]', 4)","('posterior', 'ind[5]', 5)","('posterior', 'ind[6]', 6)","('posterior', 'ind[7]', 7)","('posterior', 'ind[8]', 8)","('posterior', 'ind[9]', 9)","('posterior', 'mu[0]', 0)","('posterior', 'mu[10]', 10)","('posterior', 'mu[11]', 11)","('posterior', 'mu[12]', 12)","('posterior', 'mu[13]', 13)","('posterior', 'mu[14]', 14)","('posterior', 'mu[15]', 15)","('posterior', 'mu[16]', 16)","('posterior', 'mu[17]', 17)","('posterior', 'mu[18]', 18)","('posterior', 'mu[19]', 19)","('posterior', 'mu[1]', 1)","('posterior', 'mu[20]', 20)","('posterior', 'mu[21]', 21)","('posterior', 'mu[22]', 22)","('posterior', 'mu[23]', 23)","('posterior', 'mu[24]', 24)","('posterior', 'mu[25]', 25)","('posterior', 'mu[26]', 26)","('posterior', 'mu[27]', 27)","('posterior', 'mu[28]', 28)","('posterior', 'mu[29]', 29)","('posterior', 'mu[2]', 2)","('posterior', 'mu[30]', 30)","('posterior', 'mu[31]', 31)","('posterior', 'mu[32]', 32)","('posterior', 'mu[33]', 33)","('posterior', 'mu[34]', 34)","('posterior', 'mu[35]', 35)","('posterior', 'mu[36]', 36)","('posterior', 'mu[37]', 37)","('posterior', 'mu[38]', 38)","('posterior', 'mu[39]', 39)","('posterior', 'mu[3]', 3)","('posterior', 'mu[40]', 40)","('posterior', 'mu[41]', 41)","('posterior', 'mu[42]', 42)","('posterior', 'mu[43]', 43)","('posterior', 'mu[44]', 44)","('posterior', 'mu[45]', 45)","('posterior', 'mu[46]', 46)","('posterior', 'mu[47]', 47)","('posterior', 'mu[48]', 48)","('posterior', 'mu[49]', 49)","('posterior', 'mu[4]', 4)","('posterior', 'mu[50]', 50)","('posterior', 'mu[5]', 5)","('posterior', 'mu[6]', 6)","('posterior', 'mu[7]', 7)","('posterior', 'mu[8]', 8)","('posterior', 'mu[9]', 9)","('posterior', 'sigma')","('sample_stats', 'acceptance_rate')","('sample_stats', 'diverging')","('sample_stats', 'energy')","('sample_stats', 'energy_error')","('sample_stats', 'index_in_trajectory')","('sample_stats', 'largest_eigval')","('sample_stats', 'lp')","('sample_stats', 'max_energy_error')","('sample_stats', 'n_steps')","('sample_stats', 'perf_counter_diff')","('sample_stats', 'perf_counter_start')","('sample_stats', 'process_time_diff')","('sample_stats', 'reached_max_treedepth')","('sample_stats', 'smallest_eigval')","('sample_stats', 'step_size')","('sample_stats', 'step_size_bar')","('sample_stats', 'tree_depth')"
0,0,0.0,-0.0,-0.0,-0.0,-0.0,1.4309053897284465,0.0,-0.0,0.15786526874628223,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1.2549169903036907,-1.1718513871231009,-1.3172535752329488,-1.9542158464160178,-1.3867766619563242,1.4309053897284465,1.1581989268404245,-2.915638679319593,0.15786526874628223,-1.6464148402143093,2.7647829812832865,0.4092768563410503,2.2034550676617335,2.0941907927203873,1.1283278108221029,-2.6537641832081635,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.893263437314111,6.630341287343854,4.735958062388467,6.630341287343854,5.0516885998810315,6.472476018597572,6.472476018597572,6.156745481105007,6.630341287343854,7.893263437314111,5.367419137373596,5.367419137373596,5.535402377131785,5.061806570892938,6.956189795848324,6.956189795848324,7.103937093582701,6.156745481105007,6.946071824836419,6.472476018597572,5.209553868627314,5.367419137373596,7.587650870833453,6.008998183370631,6.798324527102043,6.008998183370631,6.31461074985129,7.103937093582701,6.31461074985129,5.998880212358725,6.166863452116914,5.6831496748661605,5.535402377131785,6.630341287343854,6.788206556090136,7.419667631075265,7.261802362328983,6.156745481105007,7.103937093582701,6.166863452116914,6.156745481105007,6.166863452116914,7.419667631075265,6.472476018597572,6.324728720863195,6.472476018597572,6.64045925835576,6.64045925835576,4.104496987403338,3.79888442092268,5.841014943612443,0.6938264567705151,0.9999999999999999,False,103.35506821357718,-0.13034050155602017,4,,0.0,-0.15769656482551397,7.0,0.084988699760288,2250992.6362462,0.0625,False,,0.5192413458475753,0.5233333320533313,3
0,1,-0.0,0.0,0.0,0.0,0.0,0.7769718043299679,-0.0,0.0,0.16542388157782714,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.5228379447737567,0.8165258257644311,1.725958101828743,3.1415441504795,3.3637909975853177,0.7769718043299679,-1.5475278088996551,2.6352322513401623,0.16542388157782714,2.240477609484693,-2.1478890211706996,-0.1726613093338665,-0.35249094855592106,-2.501721685674844,-1.2816154385407137,2.1426173735355403,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.271194078891357,6.94780302626874,4.962716447334814,6.94780302626874,5.2935642104904685,6.782379144690913,6.782379144690913,6.451531381535259,6.94780302626874,8.271194078891357,5.624411973646123,5.624411973646123,5.077992725353473,4.581721080619992,6.566807659553918,6.566807659553918,7.444074671002221,6.451531381535259,7.278650789424394,6.782379144690913,5.458988092068296,5.624411973646123,7.228503185865226,5.574264370086954,6.401383777976091,5.574264370086954,6.616955263113086,7.444074671002221,6.616955263113086,6.286107499957431,5.739688251664782,5.955259736801777,5.077992725353473,6.94780302626874,7.113226907846567,7.774922434157876,7.609498552580049,6.451531381535259,7.444074671002221,5.739688251664782,6.451531381535259,5.739688251664782,7.774922434157876,6.782379144690913,5.905112133242609,6.782379144690913,6.235959896398263,6.235959896398263,4.301020921023506,3.258330027997375,6.120683618379604,0.7638890431226191,0.9104720605951186,False,103.36385348998834,0.08519105856522913,7,,0.0,0.17809387530409992,7.0,0.10010990034788847,2250992.8365609,0.078125,False,,0.5192413458475753,0.5233333320533313,3
0,2,0.0,0.0,-0.0,-0.0,0.0,1.0575647937802897,0.0,-0.0,0.1658445555018623,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,1.724800006842516,0.41456128105379086,-3.7120039784555297,-1.0724610363376341,0.2525431098835479,1.0575647937802897,2.24417797244089,-0.9513385647777557,0.1658445555018623,-2.384582279055595,-2.0751635280721135,-1.5637856341492653,0.9529780499587686,-2.1852635029300074,1.654192882244461,-2.075530697542911,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.292227775093115,6.965471331078217,4.9753366650558695,6.965471331078217,5.307025776059594,6.799626775576354,6.799626775576354,6.46793766457263,6.965471331078217,8.292227775093115,5.638714887063318,5.638714887063318,5.36952323682871,4.871989570323123,6.86212423634547,6.86212423634547,7.463004997583804,6.46793766457263,7.297160442081942,6.799626775576354,5.472870331561456,5.638714887063318,7.5255024583529195,5.867056903334297,6.696279680843608,5.867056903334297,6.633782220074492,7.463004997583804,6.633782220074492,6.302093109070768,6.032901458836159,5.970403998067043,5.36952323682871,6.965471331078217,7.131315886580079,7.794694108587528,7.628849553085666,6.46793766457263,7.463004997583804,6.032901458836159,6.46793766457263,6.032901458836159,7.794694108587528,6.799626775576354,6.198746014338021,6.799626775576354,6.530435125341746,6.530435125341746,4.31195844304842,3.5452331263082244,6.1362485535689055,0.6433535419205056,0.8370146388544474,False,107.44027444368514,-0.09674881308306738,4,,0.0,0.609746622942879,7.0,0.13227259973064065,2250993.0348963,0.09375,False,,0.5192413458475753,0.5233333320533313,3
0,3,-0.0,-0.0,0.0,0.0,-0.0,1.489345656962038,-0.0,0.0,0.15457208568220962,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-1.7869679811880137,-0.18966794473970774,3.1897875838704564,0.7894056012040732,-0.9019992926367034,1.489345656962038,-2.1215585685146148,0.5738376897481645,0.15457208568220962,1.5812912743544845,1.784729895982164,0.8067998387028461,-0.13922865451175664,3.4511270769305074,-2.218161349050353,3.0329693335205055,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.728604284110481,6.492027598652804,4.637162570466288,6.492027598652804,4.946306741830708,6.337455512970594,6.337455512970594,6.028311341606175,6.492027598652804,7.728604284110481,5.255450913195127,5.255450913195127,5.508219884699488,5.044503627652859,6.899368655839375,6.899368655839375,6.955743855699433,6.028311341606175,6.801171770017223,6.337455512970594,5.1008788275129175,5.255450913195127,7.517656998568213,5.9719361417461165,6.744796570157165,5.9719361417461165,6.182883427288385,6.955743855699433,6.182883427288385,5.873739255923965,6.126508227428326,5.564595084559547,5.508219884699488,6.492027598652804,6.646599684335014,7.2648880270638525,7.110315941381643,6.028311341606175,6.955743855699433,6.126508227428326,6.028311341606175,6.126508227428326,7.2648880270638525,6.337455512970594,6.281080313110536,6.337455512970594,6.590224484474955,6.590224484474955,4.0188742277374505,3.8079269421951825,5.719167170241756,0.814181760722996,0.889257115899226,False,103.57190403522361,0.14371359479717682,5,,0.0,0.17115768375128937,7.0,0.1208318998105824,2250993.3027153,0.078125,False,,0.5192413458475753,0.5233333320533313,3
0,4,0.0,-0.0,-0.0,-0.0,0.0,0.5502599070040688,0.0,-0.0,0.1651070046096921,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,2.542308071005039,-0.5948871111140308,-3.3412093826139695,-0.7283112547574522,0.9479243058782655,0.5502599070040688,1.924977025023287,-1.2647442214760343,0.1651070046096921,-1.1180613344791148,-2.173444088823695,-0.024436797688805256,0.11438036580368253,-3.4679972612380516,3.046329101867035,-2.9023452141790123,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.255350230484606,6.934494193607068,4.953210138290763,6.934494193607068,5.283424147510147,6.769387188997376,6.769387188997376,6.439173179777992,6.934494193607068,8.255350230484606,5.6136381567295315,5.6136381567295315,4.843042026856064,4.347721013026987,6.329005068343292,6.329005068343292,7.429815207436144,6.439173179777992,7.264708202826452,6.769387188997376,5.448531152119839,5.6136381567295315,6.989433086782061,5.33836304068514,6.1638980637336,5.33836304068514,6.604280184387684,7.429815207436144,6.604280184387684,6.2740661751683,5.503470045294832,5.943852165948916,4.843042026856064,6.934494193607068,7.09960119821676,7.7600292166555285,7.594922212045836,6.439173179777992,7.429815207436144,5.503470045294832,6.439173179777992,5.503470045294832,7.7600292166555285,6.769387188997376,5.668577049904524,6.769387188997376,5.998791059123908,5.998791059123908,4.292782119851995,3.0268649761494504,6.108959170558608,0.644511504156698,0.9139916647986394,False,107.65847314760457,0.3527278009347299,6,,0.0,0.3527278009347299,7.0,0.10893200011923909,2250993.547397,0.078125,False,,0.5192413458475753,0.5233333320533313,3
0,5,-0.0,0.0,0.0,0.0,-0.0,1.486575977703274,-0.0,0.0,0.15696649423160514,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-3.126373737772648,1.5901186483695744,2.8361881039125563,1.505167605149326,-0.9546112557064107,1.486575977703274,-0.21713005165925578,1.7568580852862847,0.15696649423160514,1.0915312852996155,2.4393177803803607,0.5663754723095052,-0.11320806808894472,3.4778965300415434,-2.1937746456272245,2.6925745511806025,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.848324711580257,6.592592757727416,4.708994826948154,6.592592757727416,5.022927815411364,6.435626263495811,6.435626263495811,6.1216932750326,6.592592757727416,7.848324711580257,5.336860803874575,5.336860803874575,5.567704827725008,5.096805345030193,6.980403275809453,6.980403275809453,7.063492240422232,6.1216932750326,6.906525746190626,6.435626263495811,5.17989430964297,5.336860803874575,7.608269252735874,6.0386043104198235,6.823436781577849,6.0386043104198235,6.278659769264205,7.063492240422232,6.278659769264205,5.964726780800995,6.195570804651428,5.650793792337785,5.567704827725008,6.592592757727416,6.74955925195902,7.377425228885441,7.220458734653836,6.1216932750326,7.063492240422232,6.195570804651428,6.1216932750326,6.195570804651428,7.377425228885441,6.435626263495811,6.352537298883033,6.435626263495811,6.666470287346244,6.666470287346244,4.0811288500217335,3.841073391177351,5.8077602865693905,0.8462512277643622,0.9839295515851066,False,108.43990526583836,-0.2368188225650414,6,,0.0,-0.4342368654851896,7.0,0.10045329993590713,2250993.7975936,0.09375,False,,0.5192413458475753,0.5233333320533313,3
0,6,0.0,0.0,-0.0,-0.0,-0.0,0.7405847985078023,0.0,-0.0,0.16722381979454495,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,3.375999210720688,0.9206394651289439,-3.349152826088152,-0.028984604957651875,-0.14008300433072765,0.7405847985078023,0.2560069821683041,-1.9609888588402342,0.16722381979454495,-0.9602515733314739,-1.1642245125230501,-1.5800620841922042,0.2310969582233336,-3.870236215991116,-0.28322205498489533,-2.4922903998077954,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.361190989727248,7.023400431370888,5.016714593836348,7.023400431370888,5.3511622334254385,6.856176611576343,6.856176611576343,6.521728971987253,7.023400431370888,8.361190989727248,5.685609873014529,5.685609873014529,5.088404113165971,4.586732653782336,6.593418491316876,6.593418491316876,7.525071890754523,6.521728971987253,7.357848070959978,6.856176611576343,5.5183860532199835,5.685609873014529,7.262313770495055,5.590075572549606,6.426194671522331,5.590075572549606,6.688952791781798,7.525071890754523,6.688952791781798,6.354505152192708,5.757299392344151,6.020057512603619,5.088404113165971,7.023400431370888,7.190624251165433,7.859519530343613,7.692295710549068,6.521728971987253,7.525071890754523,5.757299392344151,6.521728971987253,5.757299392344151,7.859519530343613,6.856176611576343,5.924523212138696,6.856176611576343,6.258970851727786,6.258970851727786,4.347819314658169,3.2489420954259765,6.187281332398164,0.6524951952655976,0.9923240934921134,False,104.9825706270147,-0.05170560487047737,-5,,0.0,-0.13151244775421844,7.0,0.09756210027262568,2250994.0238595,0.078125,False,,0.5192413458475753,0.5233333320533313,3
0,7,-0.0,0.0,-0.0,-0.0,-0.0,1.2367796746667432,0.0,0.0,0.16966028873380257,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.9897353785357483,0.9741883160856301,-2.9338933347475176,-0.7038329688527608,-0.6695224245027968,1.2367796746667432,1.5138858367308434,1.8161451183939532,0.16966028873380257,0.10511825949230229,-0.4779582326327128,0.29341310115007374,1.428655996169739,-1.621253935588379,-3.018696919870416,-5.121870715832432,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.483014436690128,7.125732126819708,5.089808662014077,7.125732126819708,5.429129239481682,6.956071838085905,6.956071838085905,6.6167512606183,7.125732126819708,8.483014436690128,5.768449816949287,5.768449816949287,5.64794718174561,5.138966315544202,7.174889780349833,7.174889780349833,7.6347129930211155,6.6167512606183,7.465052704287313,6.956071838085905,5.598789528215485,5.768449816949287,7.853530935285043,6.156928047947018,7.0052294916160305,6.156928047947018,6.786411549352103,7.6347129930211155,6.786411549352103,6.4470909718844975,6.32658833668082,6.107770394416892,5.64794718174561,7.125732126819708,7.29539241555351,7.974033570488721,7.804373281754918,6.6167512606183,7.6347129930211155,6.32658833668082,6.6167512606183,6.32658833668082,7.974033570488721,6.956071838085905,6.496248625414623,6.956071838085905,6.835569202882228,6.835569202882228,4.411167507078867,3.7816840056737817,6.277430683150695,0.6812583149155043,0.7183647383500179,False,108.33502678289145,0.5890801402199486,2,,0.0,0.5890801402199486,7.0,0.09386929962784052,2250994.2235162,0.09375,False,,0.5192413458475753,0.5233333320533313,3
0,8,0.0,-0.0,0.0,0.0,0.0,1.3637422713297467,-0.0,-0.0,0.15258512049575618,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.745314367416012,-0.845659591536375,1.4724551706406397,0.8599809146550418,0.7413078181286474,1.3637422713297467,-0.5566007021956696,-1.0431823091116927,0.15258512049575618,0.3125463558405667,0.4256839743156746,-0.3944753216387416,-1.465161533422186,1.6837069651469279,2.744060814493304,5.342777497339332,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7.629256024787809,6.408575060821759,4.577553614872685,6.408575060821759,4.882723855864198,6.255989940326003,6.255989940326003,5.950819699334491,6.408575060821759,7.629256024787809,5.18789409685571,5.18789409685571,5.330955404219408,4.8732000427321385,6.704221488681212,6.704221488681212,6.866330422309028,5.950819699334491,6.713745301813272,6.255989940326003,5.0353089763599534,5.18789409685571,7.314561970664237,5.788710765706676,6.551636368185457,5.788710765706676,6.1034048198302475,6.866330422309028,6.1034048198302475,5.798234578838735,5.941295886202432,5.493064337847223,5.330955404219408,6.408575060821759,6.561160181317516,7.171500663300541,7.018915542804784,5.950819699334491,6.866330422309028,5.941295886202432,5.950819699334491,5.941295886202432,7.171500663300541,6.255989940326003,6.093881006698188,6.255989940326003,6.3990512476897,6.3990512476897,3.9672131328896607,3.6525190787660895,5.645649458342978,0.862182352780276,0.9635814822634396,False,111.2356311058726,-0.19784387117060476,-6,,0.0,-0.3306264110617292,7.0,0.09941029967740178,2250994.4372863,0.078125,False,,0.5192413458475753,0.5233333320533313,3
0,9,0.0,0.0,-0.0,-0.0,-0.0,0.5617766934330026,0.0,-0.0,0.16621847374682777,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.3032167606385593,0.9337316253720137,-1.9126990432274489,-3.1657681155780515,-0.8607657868333384,0.5617766934330026,0.9748015512467473,-2.5943347204603513,0.16621847374682777,1.2287824559428806,-0.0230449593954474,-1.2115542200032807,1.5130361211159205,-1.1676477372809742,-2.585826996604286,-0.8216393854144629,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.310923687341388,6.981175897366766,4.986554212404833,6.981175897366766,5.318991159898489,6.814957423619939,6.814957423619939,6.482520476126283,6.981175897366766,8.310923687341388,5.651428107392144,5.651428107392144,4.883457010850525,4.384801589610041,6.379423274571975,6.379423274571975,7.47983131860725,6.482520476126283,7.313612844860422,6.814957423619939,5.485209633645317,5.651428107392144,7.044297169559286,5.382112432091008,6.213204800825147,5.382112432091008,6.648738949873111,7.47983131860725,6.648738949873111,6.316302002379455,5.548330905837836,5.9838650548858,4.883457010850525,6.981175897366766,7.147394371113594,7.812268266100905,7.646049792354077,6.482520476126283,7.47983131860725,5.548330905837836,6.482520476126283,5.548330905837836,7.812268266100905,6.814957423619939,5.714549379584663,6.814957423619939,6.0469863270783195,6.0469863270783195,4.321680317417522,3.0550537996354192,6.150083528632628,0.6271859108261805,0.8517562376318274,False,113.17912198454407,0.046801860264864104,-7,,0.0,0.6285486896395156,7.0,0.09042869973927736,2250994.6112071,0.078125,False,,0.5192413458475753,0.5233333320533313,3
